,Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single
1777,7.0,7.0,4,5,1,0,9.0,153.43,0,False,True,False,False,True
1778,10.0,16.0,4,1,6,0,3.0,225.96,1,False,False,False,True,False
1779,8.0,34.0,4,4,4,0,3.0,148.11,0,False,False,True,False,True
1780,1.0,7.0,6,5,2,0,1.0,148.25,1,False,False,True,False,True
1781,14.0,14.0,3,3,5,0,8.0,124.51,0,False,False,True,True,False
1782,1.0,9.0,2,3,2,0,8.0,190.0,0,False,True,False,False,True
1783,1.0,35.0,3,5,8,1,0.0,166.73,1,False,True,False,True,False
1784,4.0,6.0,5,5,2,0,7.0,150.03,0,False,True,False,True,False
1785,14.0,9.0,4,2,3,0,9.0,171.61,0,False,True,False,False,True
1786,6.0,11.0,3,2,7,0,2.0,199.98,0,False,True,False,False,False
1787,19.0,32.0,5,1,2,0,9.0,184.06,0,False,True,False,True,False
1789,0.0,14.0,3,4,2,1,2.0,124.78,0,False,False,True,False,True
1790,19.0,9.0,4,3,6,0,8.0,176.54,0,False,True,False,True,False
1792,1.0,21.0,4,2,7,1,5.0,149.36,1,False,False,True,False,False
1793,15.0,19.0,4,2,5,1,1.0,172.66,0,False,False,True,False,False
1795,1.0,26.0,2,1,10,1,5.0,178.04,1,False,True,False,False,True
1796,13.0,15.0,4,3,3,0,8.0,162.55,0,False,False,True,True,False
1797,21.0,10.0,4,1,3,0,2.0,252.02,0,True,False,False,True,False
1798,0.0,11.0,1,5,2,0,5.0,140.0,0,False,True,False,True,False
1799,6.0,11.0,5,3,3,0,9.0,186.62,0,False,True,False,True,False
1800,15.0,8.0,3,1,3,1,9.0,201.24,0,False,False,False,True,False
1801,4.0,35.0,4,2,3,0,10.0,182.75,0,False,True,False,False,False
1802,12.0,9.0,4,2,3,1,1.0,142.02,0,False,False,True,False,False
1803,4.0,8.0,3,2,1,1,2.0,126.95,0,False,False,True,True,False
1804,0.0,19.0,3,4,6,0,0.0,157.65,1,False,True,False,False,True
1805,24.0,20.0,3,2,5,0,7.0,149.36,0,False,True,False,False,False
1806,12.0,30.0,4,1,11,0,3.0,182.45,0,False,True,False,True,False
1807,0.0,19.0,3,5,3,0,2.0,142.33,1,False,True,False,True,False
1808,14.0,6.0,2,5,2,0,7.0,183.92,0,False,False,False,False,False
1809,8.0,15.0,4,4,10,0,0.0,165.4,0,False,True,False,False,True
1810,17.0,15.0,4,3,6,1,3.0,170.22,0,False,True,False,True,False
1811,9.0,9.0,3,1,6,0,0.0,128.35,0,False,False,True,True,False
1812,14.0,23.0,4,3,11,0,1.0,160.44,0,False,False,True,True,False
1813,5.0,14.0,1,1,2,0,8.0,162.09,0,False,True,False,True,False
1814,11.0,8.0,1,5,7,1,12.0,159.8,0,False,True,False,False,True
1815,21.0,12.0,4,3,3,0,2.0,142.4,0,False,True,False,False,True
1816,10.0,9.0,4,3,6,0,3.0,150.43,0,False,False,True,True,False
1818,0.0,7.0,4,3,2,1,0.0,129.33,0,False,False,True,True,False
1820,16.0,33.0,4,4,7,0,9.0,260.25,0,True,False,False,False,False
1821,7.0,14.0,1,3,1,0,0.0,125.85,0,False,False,True,False,False
1822,6.0,13.0,4,3,3,0,8.0,175.1,0,False,True,False,False,True
1823,18.0,16.0,4,5,3,1,2.0,150.59,0,False,False,True,True,False
1824,6.0,9.0,4,4,3,0,8.0,148.7,0,False,False,True,False,False
1825,17.0,10.0,3,4,10,0,3.0,159.33,0,False,True,False,False,True
1826,17.0,22.0,5,2,5,0,3.0,193.04,0,False,True,False,False,False
1827,2.0,8.0,5,3,3,0,1.0,140.63,0,False,False,True,True,False
1829,17.0,8.0,1,1,2,1,7.0,178.79,0,False,False,False,True,False
1830,4.0,7.0,4,3,2,0,4.0,145.64,0,False,False,True,True,False
1831,0.0,29.0,4,3,2,0,8.0,135.4,0,False,True,False,True,False
1832,7.0,16.0,4,3,2,0,7.0,150.63,0,False,True,False,True,False
1836,10.0,9.0,3,3,2,0,8.0,194.34,0,False,False,False,True,False
1838,7.0,28.0,4,1,2,1,11.0,157.47,0,False,True,False,True,False
1840,8.0,8.0,4,1,1,1,4.0,149.3,0,False,False,True,False,True
1841,16.0,9.0,2,5,9,0,4.0,187.72,0,False,True,False,True,False
1842,7.0,28.0,2,4,3,0,14.0,145.28,0,False,False,True,True,False
1843,0.0,31.0,1,2,2,1,1.0,129.94,0,False,False,True,False,True
1844,1.0,16.0,4,1,3,0,8.0,166.05,0,False,True,False,False,True
1846,8.0,31.0,4,4,4,0,8.0,209.03,0,False,False,False,False,False
1847,5.0,9.0,4,1,6,1,6.0,190.82,0,False,True,False,False,True
1849,4.0,8.0,3,3,2,0,3.0,134.77,0,False,False,True,True,False
1850,1.0,32.0,4,2,3,1,2.0,152.95,1,False,False,True,False,True
1851,12.0,25.0,3,1,9,0,2.0,139.02,0,False,True,False,True,False
1852,7.0,11.0,4,1,2,0,13.0,139.86,0,False,True,False,True,False
1854,4.0,13.0,3,1,4,0,7.0,159.15,0,False,True,False,True,False
1855,0.0,25.0,1,1,9,1,4.0,153.04,1,False,True,False,False,True
1856,1.0,8.0,5,3,3,0,3.0,171.17,0,False,True,False,False,True
1857,1.0,13.0,4,2,3,1,3.0,151.59,0,False,False,True,False,False
1858,1.0,12.0,4,4,2,0,3.0,149.22,1,False,False,True,False,True
1860,0.0,19.0,3,3,4,1,2.0,198.54,1,False,True,False,False,True
1861,13.0,28.0,6,3,8,0,3.0,182.36,0,False,True,False,True,False
1862,1.0,9.0,4,5,2,0,3.0,155.41,1,False,False,True,True,False
1864,13.0,9.0,4,3,2,1,2.0,126.83,1,False,False,True,False,False
1865,16.0,21.0,4,1,4,0,2.0,168.04,0,False,True,False,True,False
1866,4.0,7.0,4,4,3,0,8.0,162.48,0,False,False,True,True,False
1867,20.0,8.0,4,2,2,1,2.0,132.94,0,False,False,True,False,True
1868,0.0,33.0,3,2,2,0,9.0,176.39,1,False,False,False,False,False
1869,9.0,14.0,4,5,1,0,3.0,123.42,0,False,False,True,True,False
1870,3.0,35.0,3,5,9,0,3.0,141.15,0,False,True,False,True,False
1871,3.0,30.0,2,3,3,0,8.0,152.0,0,False,False,True,True,False
1873,19.0,19.0,3,4,7,0,9.0,155.62,0,False,True,False,False,True
1874,9.0,29.0,3,4,5,0,2.0,120.42,0,False,True,False,True,False
1875,9.0,9.0,3,3,2,0,0.0,120.83,0,False,False,True,True,False
1876,9.0,14.0,3,3,5,0,9.0,125.19,0,False,False,True,False,True
1877,0.0,13.0,4,2,10,0,3.0,215.57,0,False,False,False,True,False
1878,4.0,12.0,2,2,5,0,7.0,154.6,0,False,True,False,True,False
1880,25.0,25.0,3,1,1,0,2.0,142.58,0,False,False,True,True,False
1881,8.0,13.0,3,3,4,0,6.0,202.21,0,False,False,False,False,True
1882,0.0,24.0,1,5,1,0,0.0,129.56,1,False,False,True,True,False
1883,0.0,15.0,4,3,1,1,0.0,133.88,1,False,False,True,False,False
1886,11.0,14.0,4,3,6,0,3.0,261.64,0,False,False,False,False,True
1887,9.0,26.0,3,3,1,0,2.0,122.72,0,False,True,False,False,True
1888,1.0,17.0,4,5,3,0,9.0,167.13,1,False,True,False,False,True
1889,0.0,14.0,3,3,2,1,7.0,123.94,1,False,False,True,False,True
1890,2.0,8.0,4,4,3,0,0.0,166.44,0,False,True,False,True,False
1891,5.0,8.0,3,3,5,1,7.0,149.98,0,False,True,False,False,True
1892,9.0,6.0,5,5,3,1,7.0,202.52,0,False,False,False,True,False
1893,2.0,11.0,4,4,2,1,9.0,141.87,0,False,True,False,True,False
1894,14.0,12.0,3,2,4,1,0.0,235.91000000000005,0,False,False,False,False,True
1896,1.0,14.0,4,3,5,1,8.0,158.39,1,False,False,True,True,False
1897,16.0,35.0,5,2,2,0,5.0,170.23,0,False,True,False,False,False
1898,11.0,7.0,4,1,6,0,3.0,199.91,0,False,False,False,False,True
1899,1.0,13.0,2,5,3,1,1.0,141.01,1,False,False,True,False,False
1902,12.0,9.0,5,4,6,0,6.0,149.68,0,False,False,True,True,False
1903,1.0,12.0,4,4,3,1,1.0,143.78,1,False,False,True,False,True
1904,1.0,29.0,4,3,3,0,3.0,159.47,0,False,False,True,False,True
1905,26.0,19.0,2,5,2,0,3.0,144.5,0,False,True,False,True,False
1906,16.0,7.0,5,1,11,1,3.0,185.62,0,False,True,False,True,False
1907,0.0,14.0,4,5,7,0,2.0,153.26,1,False,True,False,False,True
1908,17.0,14.0,1,1,3,1,2.0,128.18,0,False,False,True,True,False
1911,5.0,14.0,4,2,6,0,8.0,200.47,0,False,True,False,True,False
1912,19.0,9.0,5,3,3,0,1.0,147.74,0,False,False,True,False,True
1913,8.0,9.0,5,3,5,0,8.0,152.68,0,False,False,True,True,False
1916,9.0,13.0,3,5,4,0,2.0,120.62,0,False,False,True,False,True
1917,6.0,16.0,4,1,4,0,1.0,146.82,0,False,True,False,False,True
1918,10.0,9.0,4,1,5,1,3.0,151.44,0,False,False,True,False,True
1919,1.0,15.0,4,3,2,1,5.0,174.07,0,False,True,False,True,False
1921,18.0,8.0,5,3,1,0,1.0,166.32,0,False,True,False,False,True
1923,5.0,10.0,4,3,11,0,3.0,261.75,0,False,False,False,True,False
1924,3.0,8.0,4,2,6,1,0.0,168.77,0,False,True,False,False,True
1925,3.0,13.0,4,1,3,0,9.0,156.31,0,False,False,True,True,False
1926,27.0,31.0,2,1,5,0,3.0,195.05,0,False,False,False,True,False
1928,9.0,6.0,4,3,7,0,7.0,122.58,0,False,False,True,False,False
1929,8.0,31.0,3,3,2,1,1.0,203.88,0,False,False,False,True,False
1930,23.0,6.0,4,3,3,0,2.0,136.9,0,False,False,True,True,False
1932,12.0,21.0,4,4,2,0,3.0,224.24,0,False,True,False,True,False
1933,0.0,14.0,4,5,1,1,2.0,123.21,1,False,False,True,False,True
1935,15.0,14.0,3,4,1,0,2.0,168.25,0,False,True,False,True,False
1936,15.0,8.0,4,5,2,0,8.0,166.03,0,False,True,False,True,False
1938,16.0,33.0,4,4,7,0,9.0,260.25,0,True,False,False,True,False
1939,9.0,8.0,3,4,5,0,2.0,121.87,0,False,False,True,True,False
1940,14.0,9.0,4,5,6,0,3.0,158.77,0,False,False,True,True,False
1941,1.0,9.0,5,4,9,1,3.0,224.07,1,False,True,False,False,True
1942,0.0,10.0,2,5,3,0,2.0,128.19,0,False,False,True,False,False
1943,26.0,18.0,4,3,10,0,5.0,156.49,0,False,True,False,False,False
1944,7.0,17.0,4,4,5,0,8.0,144.9,0,False,True,False,True,False
1945,3.0,17.0,5,4,3,1,8.0,207.68,0,False,True,False,True,False
1946,7.0,11.0,5,4,8,0,2.0,151.22,0,False,False,True,False,False
1947,6.0,16.0,3,3,2,0,9.0,154.87,0,False,True,False,False,True
1948,5.0,7.0,5,5,3,0,3.0,147.18,0,False,False,True,False,False
1949,23.0,6.0,4,3,3,0,2.0,136.9,0,False,False,True,False,False
1950,0.0,9.0,4,2,2,1,7.0,203.25,1,False,False,False,False,False
1953,20.0,15.0,5,5,10,1,8.0,171.15,0,False,True,False,True,False
1955,9.0,23.0,4,4,2,0,10.0,205.2,0,False,False,False,True,False
1956,27.0,16.0,3,5,7,1,4.0,144.4,0,False,True,False,False,True
1957,8.0,6.0,3,4,2,0,6.0,172.95,0,False,False,False,False,False
1958,29.0,15.0,5,4,3,1,1.0,260.77,0,True,False,False,True,False
1959,2.0,14.0,1,3,7,0,0.0,124.51,0,False,False,True,True,False
1960,29.0,15.0,3,1,8,0,3.0,211.03,0,True,False,False,True,False
1963,11.0,12.0,4,3,3,0,7.0,153.21,0,False,True,False,True,False
1964,1.0,14.0,5,5,10,0,8.0,193.11,0,False,True,False,False,True
1965,9.0,27.0,3,4,5,0,7.0,189.26,1,False,True,False,True,False
1967,11.0,24.0,5,1,4,1,0.0,158.11,0,False,True,False,True,False
1968,15.0,6.0,3,3,2,0,6.0,149.07,0,False,True,False,True,False
1969,0.0,14.0,3,2,2,1,0.0,125.15,1,False,False,True,False,False
1970,14.0,6.0,1,5,2,0,7.0,183.92,0,False,False,False,True,False
1971,8.0,24.0,1,5,2,0,10.0,152.08,0,False,True,False,True,False
1972,9.0,13.0,3,3,1,1,7.0,123.08,0,False,False,True,True,False
1973,1.0,11.0,4,2,3,1,3.0,153.75,0,False,False,True,False,True
1974,9.0,6.0,3,2,4,0,2.0,122.7,0,False,False,True,True,False
1976,6.0,12.0,3,1,4,0,7.0,177.25,0,False,True,False,True,False
1977,0.0,26.0,5,3,4,1,2.0,145.59,1,False,True,False,True,False
1979,19.0,8.0,4,3,6,0,4.0,178.99,0,False,True,False,False,True
1982,19.0,12.0,6,5,3,1,5.0,182.69,0,False,True,False,False,True
1984,10.0,7.0,5,1,2,0,3.0,195.25,0,False,True,False,True,False
1985,0.0,8.0,4,2,8,0,0.0,127.85,1,False,False,True,False,True
1986,2.0,14.0,4,5,2,0,4.0,173.98,0,False,True,False,False,True
1988,2.0,16.0,3,4,1,0,1.0,132.91,0,False,False,True,True,False
1991,1.0,32.0,4,5,2,0,4.0,147.24,0,False,True,False,False,False
1992,0.0,29.0,3,5,10,1,2.0,199.5,1,False,False,False,True,False
1993,12.0,36.0,4,1,3,0,10.0,149.06,0,False,True,False,False,True
1994,1.0,7.0,4,4,3,1,5.0,157.02,1,False,False,True,False,True
1995,1.0,6.0,5,2,1,0,5.0,166.74,0,False,True,False,False,False
1996,17.0,14.0,4,5,10,0,3.0,224.85,0,False,False,False,False,False
1997,20.0,21.0,4,4,11,1,4.0,174.63,1,False,False,True,True,False
1998,9.0,30.0,3,4,8,0,8.0,156.74,0,False,True,False,True,False
2001,8.0,14.0,3,2,2,0,2.0,125.72,0,False,False,True,False,False
2002,0.0,8.0,4,2,2,0,0.0,111.02,1,False,False,True,False,True
2005,0.0,12.0,5,3,5,1,7.0,161.72,1,False,True,False,False,False
2006,1.0,29.0,4,3,3,1,8.0,186.79,1,False,True,False,True,False
2008,7.0,11.0,5,4,10,0,3.0,163.38,0,False,False,True,False,False
2009,5.0,14.0,4,4,2,1,9.0,152.28,0,False,True,False,False,False
2010,0.0,15.0,3,1,2,0,0.0,110.81,1,False,False,True,False,True
2012,10.0,6.0,5,1,2,0,3.0,195.25,0,False,True,False,True,False
2013,22.0,14.0,4,4,2,0,7.0,151.3,0,False,True,False,True,False
2014,7.0,10.0,3,1,3,1,0.0,197.13,0,False,False,False,True,False
2015,13.0,14.0,3,4,4,0,3.0,123.87,0,False,False,True,True,False
2017,6.0,9.0,4,4,3,0,8.0,148.7,0,False,False,True,True,False
2018,0.0,21.0,3,1,2,0,0.0,128.71,0,False,False,True,False,True
2020,4.0,18.0,3,2,9,1,2.0,139.29,0,False,False,True,False,False
2021,6.0,9.0,4,4,2,1,3.0,165.78,0,False,True,False,False,False
2022,14.0,9.0,4,4,9,0,4.0,182.15,0,False,True,False,True,False
2023,0.0,16.0,4,1,2,1,4.0,157.69,0,False,True,False,True,False
2025,0.0,15.0,4,5,4,0,2.0,144.0,1,False,False,True,True,False
2026,1.0,18.0,4,5,2,0,5.0,145.99,0,False,False,True,False,False
2028,1.0,35.0,5,3,4,0,3.0,211.39,0,False,True,False,True,False
2029,16.0,30.0,5,3,3,0,8.0,168.32,0,False,True,False,False,True
2030,9.0,25.0,4,1,4,0,3.0,218.62,0,False,False,False,False,True
2031,23.0,6.0,3,3,1,0,13.0,163.47,0,False,True,False,True,False
2034,1.0,16.0,4,4,8,0,3.0,145.24,0,False,False,True,True,False
2035,20.0,25.0,4,3,4,0,9.0,173.1,0,False,True,False,True,False
2036,16.0,18.0,4,4,2,0,9.0,243.36,0,True,False,False,True,False
2037,10.0,6.0,3,1,5,0,2.0,174.91,0,False,False,False,False,True
2039,18.0,15.0,3,5,5,1,2.0,207.61,0,False,False,False,True,False
2041,8.0,26.0,4,4,6,0,11.0,169.44,0,False,True,False,True,False
2044,10.0,7.0,4,4,2,0,6.0,177.28,0,False,True,False,False,False
2046,27.0,23.0,3,3,9,0,8.0,207.39,0,False,False,False,False,False
2050,3.0,11.0,5,5,3,0,1.0,146.09,0,False,False,True,True,False
2052,6.0,12.0,2,1,5,0,3.0,158.12,0,False,False,True,True,False
2053,2.0,26.0,3,1,3,0,2.0,169.31,0,False,True,False,True,False
2054,6.0,9.0,3,2,9,0,8.0,175.55,0,False,True,False,False,True
2055,9.0,6.0,3,4,1,0,5.0,152.28,0,False,True,False,False,False
2056,9.0,10.0,3,4,8,0,2.0,151.31,0,False,True,False,True,False
2057,22.0,11.0,4,2,3,0,9.0,203.98,0,False,False,False,False,True
2059,11.0,21.0,4,1,1,1,3.0,215.1,0,False,False,False,True,False
2060,10.0,10.0,3,3,8,1,3.0,129.96,0,False,False,True,True,False
2061,9.0,8.0,4,1,2,0,8.0,138.86,0,False,True,False,False,True
2062,1.0,9.0,5,2,3,0,1.0,150.64,1,False,False,True,False,True
2063,4.0,14.0,4,4,1,1,2.0,126.57,0,False,False,True,False,True
2065,1.0,23.0,4,4,11,0,3.0,153.11,0,False,False,True,True,False
2066,9.0,7.0,5,3,8,0,8.0,147.58,0,False,False,True,False,False
2067,8.0,11.0,4,3,11,0,3.0,190.38,0,False,True,False,True,False
2068,9.0,16.0,4,3,3,0,9.0,175.98,0,False,True,False,False,True
2070,0.0,14.0,4,4,2,0,0.0,125.96,1,False,False,True,True,False
2074,9.0,35.0,5,3,2,0,3.0,149.3,0,False,False,True,True,False
2075,7.0,25.0,3,4,5,0,10.0,144.44,0,False,True,False,True,False
2076,1.0,26.0,4,1,5,0,3.0,161.69,0,False,False,True,True,False
2077,11.0,15.0,4,4,4,0,8.0,165.71,0,False,True,False,True,False
2078,7.0,15.0,4,3,2,0,3.0,196.04,0,False,True,False,True,False
2079,5.0,14.0,4,4,7,0,2.0,123.32,0,False,False,True,False,False
2080,9.0,25.0,4,3,3,0,1.0,171.01,0,False,True,False,False,False
2081,3.0,14.0,4,5,5,0,3.0,145.62,0,False,False,True,False,True
2082,14.0,9.0,5,2,2,1,4.0,148.42,0,False,False,True,False,True
2085,0.0,35.0,4,4,1,0,4.0,134.79,1,False,False,True,False,True
2086,13.0,31.0,4,1,9,0,8.0,166.08,0,False,True,False,False,True
2087,17.0,6.0,3,3,8,0,0.0,147.68,0,False,True,False,False,False
2088,0.0,29.0,4,5,2,0,10.0,173.36,1,False,False,False,True,False
2090,18.0,8.0,4,1,2,0,9.0,157.7,0,False,True,False,True,False
2091,13.0,18.0,4,2,3,0,8.0,201.54,1,False,False,False,False,False
2093,0.0,11.0,3,2,2,0,0.0,110.51,0,False,False,True,False,True
2094,13.0,18.0,4,1,3,0,8.0,201.54,1,False,False,False,True,False
2096,8.0,7.0,2,2,2,0,3.0,222.25,0,False,True,False,True,False
2097,16.0,7.0,4,3,3,0,7.0,174.07,0,False,True,False,True,False
2098,7.0,8.0,4,5,7,0,9.0,159.57,0,False,True,False,True,False
2099,0.0,29.0,4,3,4,1,1.0,159.16,1,False,True,False,False,False
2100,8.0,8.0,4,1,3,0,3.0,223.88,0,False,False,False,False,True
2101,2.0,8.0,3,2,2,0,9.0,145.54,0,False,True,False,False,True
2102,20.0,14.0,4,1,10,1,0.0,123.8,1,False,False,True,True,False
2103,2.0,24.0,4,5,3,0,9.0,170.58,0,False,True,False,True,False
2104,0.0,14.0,4,3,2,1,7.0,123.66,1,False,False,True,True,False
2106,4.0,32.0,4,3,9,1,3.0,172.36,0,False,True,False,False,False
2108,15.0,8.0,4,1,5,0,1.0,152.82,0,False,False,True,True,False
2111,4.0,13.0,1,1,5,0,7.0,169.29,0,False,True,False,True,False
2112,1.0,9.0,4,4,11,0,3.0,159.68,0,False,False,True,True,False
2113,0.0,17.0,2,3,9,0,2.0,147.07,1,False,True,False,False,False
2114,3.0,30.0,3,3,2,0,0.0,126.93,0,False,False,True,True,False
2117,7.0,8.0,3,2,2,0,4.0,162.74,0,False,True,False,False,True
2118,8.0,7.0,2,1,4,0,4.0,157.8,0,False,False,True,False,True
2119,7.0,7.0,2,4,3,1,3.0,179.88,0,False,True,False,True,False
2120,0.0,9.0,4,1,1,1,0.0,128.53,1,False,False,True,True,False
2121,16.0,9.0,4,3,2,1,1.0,151.96,0,False,False,True,True,False
2122,9.0,9.0,3,4,5,0,7.0,144.85,0,False,True,False,False,True
2124,0.0,6.0,4,2,7,0,2.0,147.75,0,False,True,False,False,False
2125,1.0,22.0,4,3,9,1,8.0,261.1,1,False,False,False,True,False
2126,9.0,9.0,3,4,2,0,7.0,136.92,0,False,False,True,True,False
2127,29.0,27.0,4,1,5,1,9.0,179.15,0,False,True,False,True,False
2130,8.0,17.0,4,3,3,1,8.0,165.01,0,False,True,False,True,False
2131,2.0,13.0,3,1,2,1,0.0,166.23,0,False,True,False,True,False
2135,6.0,36.0,4,3,11,0,8.0,165.25,0,False,False,True,False,True
2136,27.0,8.0,4,3,7,0,0.0,206.86,0,False,False,False,False,False
2137,3.0,7.0,4,5,2,0,3.0,178.73,0,False,True,False,True,False
2139,9.0,12.0,1,5,2,1,0.0,116.01,1,False,False,True,True,False
2141,9.0,9.0,3,4,5,0,2.0,120.88,0,False,False,True,False,True
2142,1.0,23.0,4,5,7,0,3.0,178.24,1,False,True,False,False,True
2143,15.0,21.0,4,3,6,0,9.0,149.51,0,False,False,True,True,False
2147,4.0,32.0,4,3,9,1,3.0,172.36,0,False,True,False,True,False
2149,2.0,12.0,4,4,2,0,0.0,128.04,0,False,False,True,True,False
2150,0.0,15.0,3,5,8,0,4.0,142.0,1,False,False,True,False,True
2151,9.0,10.0,5,3,3,0,1.0,137.81,0,False,False,True,True,False
2152,1.0,21.0,4,5,3,1,9.0,147.35,0,False,False,True,True,False
2153,6.0,16.0,6,1,2,0,8.0,171.68,0,False,True,False,True,False
2154,1.0,31.0,6,2,3,1,1.0,136.18,1,False,False,True,False,True
2155,20.0,8.0,3,1,6,0,4.0,150.7,0,False,True,False,True,False
2158,1.0,21.0,4,1,7,1,5.0,149.36,1,False,False,True,True,False
2159,1.0,7.0,4,3,2,0,3.0,173.98,0,False,True,False,False,False
2160,10.0,31.0,3,3,4,1,7.0,144.49,0,False,True,False,True,False
2161,3.0,10.0,5,3,3,0,8.0,244.35,0,False,False,False,False,False
2163,4.0,11.0,3,4,2,0,2.0,127.89,0,False,False,True,True,False
2164,4.0,7.0,4,4,2,1,8.0,160.79,0,False,False,True,False,False
2165,5.0,9.0,6,1,3,1,1.0,136.29,0,False,False,True,True,False
2166,6.0,17.0,4,1,4,0,1.0,237.44,0,False,False,False,False,True
2167,0.0,14.0,3,1,3,0,2.0,125.8,0,False,False,True,False,True
2168,28.0,8.0,4,1,9,0,4.0,126.62,0,False,False,True,True,False
2170,5.0,16.0,5,4,2,1,3.0,151.57,0,False,False,True,False,True
2173,2.0,8.0,3,1,2,0,9.0,145.54,0,False,True,False,False,True
2175,1.0,22.0,6,1,8,1,3.0,179.4,1,False,True,False,True,False
2178,17.0,17.0,4,2,2,0,8.0,149.55,0,False,False,True,False,True
2180,7.0,19.0,3,3,2,0,1.0,186.28,0,False,False,False,True,False
2181,8.0,15.0,2,3,4,0,3.0,169.04,0,False,True,False,True,False
2182,0.0,7.0,3,1,5,0,2.0,132.29,0,False,False,True,True,False
2183,9.0,6.0,5,4,8,1,7.0,122.16,1,False,False,True,False,True
2184,15.0,23.0,2,5,4,1,2.0,165.45,0,False,True,False,False,True
2186,7.0,9.0,3,4,2,0,9.0,154.33,0,False,True,False,True,False
2187,16.0,13.0,4,5,11,0,8.0,258.48,0,False,False,False,True,False
2188,16.0,22.0,3,2,6,1,9.0,260.64,0,True,False,False,False,False
2190,0.0,35.0,3,5,2,0,2.0,139.07,0,False,False,True,True,False
2191,2.0,36.0,4,5,9,1,1.0,191.73,1,False,True,False,False,False
2192,8.0,14.0,3,1,2,0,2.0,125.72,0,False,False,True,True,False
2193,1.0,7.0,4,2,3,0,1.0,141.11,0,False,False,True,False,True
2194,1.0,18.0,4,4,3,0,3.0,147.44,0,False,False,True,True,False
2197,6.0,10.0,4,5,3,0,4.0,192.25,0,False,True,False,False,False
2199,11.0,36.0,4,4,3,1,10.0,243.49,1,False,False,False,True,False
2200,19.0,14.0,3,1,2,0,0.0,125.87,1,False,False,True,False,True
2201,6.0,8.0,4,1,3,0,3.0,229.22,0,False,False,False,True,False
2202,19.0,30.0,4,5,3,1,9.0,161.33,0,False,True,False,False,False
2206,5.0,15.0,3,1,2,1,5.0,163.22,0,False,True,False,True,False
2207,1.0,12.0,2,3,5,1,4.0,149.32,1,False,False,True,False,True
2208,8.0,17.0,2,1,3,0,3.0,172.24,0,False,True,False,True,False
2209,8.0,9.0,4,1,3,0,5.0,187.74,0,False,True,False,False,True
2211,21.0,9.0,5,2,3,1,3.0,157.94,0,False,False,True,False,True
2212,4.0,14.0,4,5,9,0,3.0,172.79,0,False,True,False,True,False
2214,28.0,8.0,3,4,4,0,3.0,209.76,0,False,False,False,True,False
2215,5.0,18.0,4,2,5,1,3.0,148.56,0,False,False,True,False,False
2216,10.0,11.0,3,1,8,0,4.0,163.47,0,False,True,False,True,False
2217,0.0,22.0,3,5,6,0,2.0,153.24,1,False,True,False,False,True
2219,16.0,17.0,4,3,5,0,4.0,154.36,0,False,False,True,True,False
2220,4.0,9.0,4,1,2,0,8.0,150.64,0,False,False,True,False,True
2222,5.0,21.0,3,1,6,0,2.0,166.67,0,False,True,False,True,False
2223,1.0,19.0,4,1,5,1,8.0,170.81,1,False,True,False,False,True
2225,8.0,7.0,4,5,7,0,4.0,154.96,0,False,False,True,True,False
2226,1.0,17.0,4,2,2,0,2.0,174.5,0,False,True,False,False,True
2227,10.0,15.0,5,5,3,0,10.0,200.87,0,False,False,False,False,True
2228,1.0,19.0,3,4,3,0,1.0,152.16,1,False,False,True,False,True
2229,14.0,10.0,5,3,3,1,3.0,151.83,1,False,False,True,True,False
2230,1.0,9.0,4,3,8,0,2.0,168.82,1,False,False,True,False,True
2231,1.0,12.0,5,3,2,0,1.0,154.66,0,False,False,True,False,True
2232,9.0,16.0,4,4,2,1,0.0,118.59,1,False,False,True,False,True
2233,9.0,14.0,1,1,2,0,1.0,122.69,0,False,False,True,True,False
2234,12.0,9.0,4,3,1,0,7.0,130.69,0,False,True,False,True,False
2235,7.0,8.0,3,1,2,0,11.0,166.87,0,False,True,False,False,True
2236,6.0,9.0,3,3,2,1,0.0,129.09,0,False,False,True,True,False
2237,9.0,8.0,6,1,3,0,2.0,154.77,0,False,False,True,True,False
2239,9.0,9.0,4,1,1,0,1.0,120.45,0,False,False,True,False,True
2240,10.0,9.0,4,4,11,1,13.0,179.1,0,False,True,False,False,True
2241,8.0,15.0,4,3,5,0,4.0,186.42,0,False,True,False,False,True
2242,3.0,11.0,3,1,3,0,4.0,194.19,0,False,False,False,True,False
2243,10.0,16.0,3,5,7,0,3.0,134.52,0,False,False,True,True,False
2244,1.0,9.0,5,3,8,1,1.0,145.9,1,False,False,True,False,True
2245,0.0,13.0,3,3,2,1,2.0,128.86,1,False,False,True,False,False
2246,25.0,21.0,4,2,6,0,8.0,174.36,0,False,True,False,False,False
2247,14.0,9.0,2,3,7,0,9.0,188.77,0,False,True,False,True,False
2248,1.0,25.0,4,5,2,0,3.0,131.96,0,False,False,True,True,False
2249,1.0,16.0,4,1,3,0,3.0,151.1,0,False,False,True,False,True
2250,11.0,8.0,3,3,10,0,0.0,165.53,0,False,True,False,True,False
2252,10.0,17.0,3,3,5,0,2.0,136.29,0,False,False,True,False,True
2254,9.0,11.0,4,5,7,0,0.0,121.07,1,False,False,True,True,False
